pokedex_number,name,generation,type1,type2,ability1,ability2,base_total,hp,attack,defense,sp_attack,sp_defense,speed,normal,fire,water,grass,electric,rock,ground,flying,fighting,ice,bug,steel,poison,psychic,dark,ghost,fairy,dragon
611,Fraxure,5,dragon,-,Rivalry,Mold Breaker,410,66,117,70,40,50,67,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
612,Haxorus,5,dragon,-,Rivalry,Mold Breaker,540,76,147,90,60,70,97,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
613,Cubchoo,5,ice,-,Snow Cloak,Slush Rush,305,55,70,40,60,40,40,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
614,Beartic,5,ice,-,Snow Cloak,Slush Rush,505,95,130,80,70,80,50,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
615,Cryogonal,5,ice,-,Levitate,-,515,80,50,50,95,135,105,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
616,Shelmet,5,bug,-,Hydration,Shell Armor,305,50,40,85,40,65,25,1.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
617,Accelgor,5,bug,-,Hydration,Sticky Hold,495,80,70,40,100,60,145,1.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
618,Stunfisk,5,ground,electric,Static,Limber,471,109,66,84,81,99,32,1.0,1.0,2.0,2.0,0.0,0.5,2.0,0.5,1.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
619,Mienfoo,5,fighting,-,Inner Focus,Regenerator,350,45,85,50,55,50,65,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,2.0,1.0
620,Mienshao,5,fighting,-,Inner Focus,Regenerator,510,65,125,60,95,60,105,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,2.0,1.0
621,Druddigon,5,dragon,-,Rough Skin,Sheer Force,485,77,120,90,60,90,48,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
622,Golett,5,ground,ghost,Iron Fist,Klutz,303,59,74,50,35,50,35,0.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.25,1.0,2.0,2.0,1.0,1.0
623,Golurk,5,ground,ghost,Iron Fist,Klutz,483,89,124,80,55,80,55,0.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.25,1.0,2.0,2.0,1.0,1.0
624,Pawniard,5,dark,steel,Defiant,Inner Focus,340,45,85,70,40,40,60,0.5,2.0,1.0,0.5,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5
625,Bisharp,5,dark,steel,Defiant,Inner Focus,490,65,125,100,60,70,70,0.5,2.0,1.0,0.5,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5
626,Bouffalant,5,normal,-,Reckless,Sap Sipper,490,95,110,95,40,95,55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
627,Rufflet,5,normal,flying,Keen Eye,Sheer Force,350,70,83,50,37,50,60,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
628,Braviary,5,normal,flying,Keen Eye,Sheer Force,510,100,123,75,57,75,80,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
629,Vullaby,5,dark,flying,Big Pecks,Overcoat,370,70,55,75,45,65,60,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,0.5,2.0,1.0
630,Mandibuzz,5,dark,flying,Big Pecks,Overcoat,510,110,65,105,55,95,80,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,0.5,2.0,1.0
631,Heatmor,5,fire,-,Gluttony,Flash Fire,484,85,97,66,105,66,65,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
632,Durant,5,bug,steel,Swarm,Hustle,484,58,109,112,48,48,109,0.5,4.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5
633,Deino,5,dark,dragon,Hustle,-,300,52,65,50,45,50,38,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.5,0.5,4.0,2.0
634,Zweilous,5,dark,dragon,Hustle,-,420,72,85,70,65,70,58,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.5,0.5,4.0,2.0
635,Hydreigon,5,dark,dragon,Levitate,-,600,92,105,90,125,90,98,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.5,0.5,4.0,2.0
636,Larvesta,5,bug,fire,Flame Body,Swarm,360,55,85,55,50,55,60,1.0,1.0,2.0,0.25,1.0,4.0,1.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
637,Volcarona,5,bug,fire,Flame Body,Swarm,550,85,60,65,135,105,100,1.0,1.0,2.0,0.25,1.0,4.0,1.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
638,Cobalion,5,steel,fighting,Justified,-,580,91,90,129,90,72,108,0.5,2.0,1.0,0.5,1.0,0.25,2.0,1.0,2.0,0.5,0.25,0.5,0.0,1.0,0.5,1.0,1.0,0.5
639,Terrakion,5,rock,fighting,Justified,-,580,91,129,90,72,90,108,0.5,0.5,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,2.0,0.5,2.0,0.5,1.0,2.0,1.0
640,Virizion,5,grass,fighting,Justified,-,580,91,90,72,90,129,108,1.0,2.0,0.5,0.5,0.5,0.5,0.5,4.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0
641,Tornadus,5,flying,-,Prankster,Defiant,580,79,100,80,110,90,121,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
642,Thundurus,5,electric,flying,Prankster,Defiant,580,79,105,70,145,80,101,1.0,1.0,1.0,0.5,1.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
643,Reshiram,5,dragon,fire,Turboblaze,-,680,100,120,100,150,120,90,1.0,0.25,1.0,0.25,0.5,2.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,2.0
644,Zekrom,5,dragon,electric,Teravolt,-,680,100,150,120,120,100,90,1.0,0.5,0.5,0.5,0.25,1.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0
645,Landorus,5,ground,flying,Sand Force,Sheer Force,600,89,145,90,105,80,91,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.5,4.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0
646,Kyurem,5,dragon,ice,Pressure,Teravolt,700,125,120,90,170,100,95,1.0,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0
647,Keldeo,5,water,fighting,Justified,-,580,91,72,90,129,90,108,1.0,0.5,0.5,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0
648,Meloetta,5,normal,psychic,Serene Grace,-,600,100,128,90,77,77,128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0
649,Genesect,5,bug,steel,Download,-,600,71,120,95,120,95,99,0.5,4.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5
650,Chespin,6,grass,-,Overgrow,Bulletproof,313,56,61,65,48,45,38,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
651,Quilladin,6,grass,-,Overgrow,Bulletproof,405,61,78,95,56,58,57,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
652,Chesnaught,6,grass,fighting,Overgrow,Bulletproof,530,88,107,122,74,75,64,1.0,2.0,0.5,0.5,0.5,0.5,0.5,4.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0
653,Fennekin,6,fire,-,Blaze,Magician,307,40,45,40,62,60,60,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
654,Braixen,6,fire,-,Blaze,Magician,409,59,59,58,90,70,73,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
655,Delphox,6,fire,psychic,Blaze,Magician,534,75,69,72,114,100,104,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0
656,Froakie,6,water,-,Torrent,Protean,314,41,56,40,62,44,71,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
657,Frogadier,6,water,-,Torrent,Protean,405,54,63,52,83,56,97,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
658,Greninja,6,water,dark,Torrent,Protean,640,72,145,67,153,71,132,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0
659,Bunnelby,6,normal,-,Pickup,Cheek Pouch,237,38,36,38,32,36,57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
660,Diggersby,6,normal,ground,Pickup,Cheek Pouch,423,85,56,77,50,77,78,1.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0
661,Fletchling,6,normal,flying,Big Pecks,Gale Wings,278,45,50,43,40,38,62,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
662,Fletchinder,6,fire,flying,Flame Body,Gale Wings,382,62,73,55,56,52,84,1.0,0.5,2.0,0.25,2.0,4.0,0.0,1.0,0.5,1.0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,1.0
663,Talonflame,6,fire,flying,Flame Body,Gale Wings,499,78,81,71,74,69,126,1.0,0.5,2.0,0.25,2.0,4.0,0.0,1.0,0.5,1.0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,1.0
664,Scatterbug,6,bug,-,Shield Dust,Compoundeyes,200,38,35,40,27,25,35,1.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
665,Spewpa,6,bug,-,Shed Skin,Friend Guard,213,45,22,60,27,30,29,1.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
666,Vivillon,6,bug,flying,Shield Dust,Compoundeyes,411,80,52,50,90,50,89,1.0,2.0,1.0,0.25,2.0,4.0,0.0,2.0,0.25,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
667,Litleo,6,fire,normal,Rivalry,Unnerve,369,62,50,58,73,54,72,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,1.0
668,Pyroar,6,fire,normal,Rivalry,Unnerve,507,86,68,72,109,66,106,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,1.0
669,Flab̩b̩,6,fairy,-,Flower Veil,Symbiosis,303,44,38,39,61,79,42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,0.0
670,Floette,6,fairy,-,Flower Veil,Symbiosis,551,74,65,67,125,128,92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,0.0
671,Florges,6,fairy,-,Flower Veil,Symbiosis,552,78,65,68,112,154,75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,0.0
672,Skiddo,6,grass,-,Sap Sipper,Grass Pelt,350,66,65,48,62,57,52,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
673,Gogoat,6,grass,-,Sap Sipper,Grass Pelt,531,123,100,62,97,81,68,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
674,Pancham,6,fighting,-,Iron Fist,Mold Breaker,348,67,82,62,46,48,43,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,2.0,1.0
675,Pangoro,6,fighting,dark,Iron Fist,Mold Breaker,495,95,124,78,69,71,58,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.25,0.5,4.0,1.0
676,Furfrou,6,normal,-,Fur Coat,-,472,75,80,60,65,90,102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
677,Espurr,6,psychic,-,Keen Eye,Infiltrator,355,62,48,54,63,60,68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
678,Meowstic,6,psychic,-,Keen Eye,Infiltrator,466,74,48,76,83,81,104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
679,Honedge,6,steel,ghost,No Guard,-,325,45,80,100,35,37,28,0.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,0.0,0.5,0.25,0.5,0.0,0.5,2.0,2.0,0.5,0.5
680,Doublade,6,steel,ghost,No Guard,-,448,59,110,150,45,49,35,0.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,0.0,0.5,0.25,0.5,0.0,0.5,2.0,2.0,0.5,0.5
681,Aegislash,6,steel,ghost,Stance Change,-,520,60,150,50,150,50,60,0.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,0.0,0.5,0.25,0.5,0.0,0.5,2.0,2.0,0.5,0.5
682,Spritzee,6,fairy,-,Healer,Aroma Veil,341,78,52,60,63,65,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,0.0
683,Aromatisse,6,fairy,-,Healer,Aroma Veil,462,101,72,72,99,89,29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,0.0
684,Swirlix,6,fairy,-,Sweet Veil,Unburden,341,62,48,66,59,57,49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,0.0
685,Slurpuff,6,fairy,-,Sweet Veil,Unburden,480,82,80,86,85,75,72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,0.0
686,Inkay,6,dark,psychic,Contrary,Suction Cups,288,53,54,53,37,46,45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0
687,Malamar,6,dark,psychic,Contrary,Suction Cups,482,86,92,88,68,75,73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0
688,Binacle,6,rock,water,Tough Claws,Sniper,306,42,52,67,39,56,50,0.5,0.25,1.0,4.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
689,Barbaracle,6,rock,water,Tough Claws,Sniper,500,72,105,115,54,86,68,0.5,0.25,1.0,4.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
690,Skrelp,6,poison,water,Poison Point,Poison Touch,320,50,60,60,60,60,30,1.0,0.5,0.5,1.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,1.0,1.0,0.5,1.0
691,Dragalge,6,poison,dragon,Poison Point,Poison Touch,494,65,75,90,97,123,44,1.0,0.5,0.5,0.25,0.5,1.0,2.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0
692,Clauncher,6,water,-,Mega Launcher,-,330,50,53,62,58,63,44,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
693,Clawitzer,6,water,-,Mega Launcher,-,500,71,73,88,120,89,59,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
694,Helioptile,6,electric,normal,Dry Skin,Sand Veil,289,44,38,33,61,43,70,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0
695,Heliolisk,6,electric,normal,Dry Skin,Sand Veil,481,62,55,52,109,94,109,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0
696,Tyrunt,6,rock,dragon,Strong Jaw,Sturdy,362,58,89,77,45,45,48,0.5,0.25,1.0,1.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0
697,Tyrantrum,6,rock,dragon,Strong Jaw,Rock Head,521,82,121,119,69,59,71,0.5,0.25,1.0,1.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0
698,Amaura,6,rock,ice,Refrigerate,Snow Warning,362,77,59,50,67,63,46,0.5,1.0,2.0,2.0,1.0,2.0,2.0,0.5,4.0,0.5,1.0,4.0,0.5,1.0,1.0,1.0,1.0,1.0
699,Aurorus,6,rock,ice,Refrigerate,Snow Warning,521,123,77,72,99,92,58,0.5,1.0,2.0,2.0,1.0,2.0,2.0,0.5,4.0,0.5,1.0,4.0,0.5,1.0,1.0,1.0,1.0,1.0
700,Sylveon,6,fairy,-,Cute Charm,Pixilate,525,95,65,65,110,130,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,0.0
701,Hawlucha,6,fighting,flying,Limber,Unburden,500,78,92,75,74,63,118,1.0,1.0,1.0,0.5,2.0,1.0,0.0,2.0,0.5,2.0,0.25,1.0,1.0,2.0,0.5,1.0,2.0,1.0
702,Dedenne,6,electric,fairy,Cheek Pouch,Pickup,431,67,58,57,81,67,101,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,0.0
703,Carbink,6,rock,fairy,Clear Body,Sturdy,500,50,50,150,50,150,50,0.5,0.5,2.0,2.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,4.0,1.0,1.0,0.5,1.0,1.0,0.0
704,Goomy,6,dragon,-,Sap Sipper,Hydration,300,45,50,35,55,75,40,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
705,Sliggoo,6,dragon,-,Sap Sipper,Hydration,452,68,75,53,83,113,60,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
706,Goodra,6,dragon,-,Sap Sipper,Hydration,600,90,100,70,110,150,80,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
707,Klefki,6,steel,fairy,Prankster,Magician,470,57,80,91,80,87,75,0.5,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,0.5,0.25,1.0,0.0,0.5,0.5,1.0,0.5,0.0
708,Phantump,6,ghost,grass,Natural Cure,Frisk,309,43,70,48,50,60,38,0.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
709,Trevenant,6,ghost,grass,Natural Cure,Frisk,474,85,110,76,65,82,56,0.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
710,Pumpkaboo,6,ghost,grass,Pickup,Frisk,335,59,66,70,44,55,41,0.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
711,Gourgeist,6,ghost,grass,Pickup,Frisk,494,85,100,122,58,75,54,0.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
712,Bergmite,6,ice,-,Own Tempo,Ice Body,304,55,69,85,32,35,28,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
713,Avalugg,6,ice,-,Own Tempo,Ice Body,514,95,117,184,44,46,28,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
714,Noibat,6,flying,dragon,Frisk,Infiltrator,245,40,30,35,45,40,55,1.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,0.5,4.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0
715,Noivern,6,flying,dragon,Frisk,Infiltrator,535,85,70,80,97,80,123,1.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,0.5,4.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0
716,Xerneas,6,fairy,-,Fairy Aura,-,680,126,131,95,131,98,99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,0.0
717,Yveltal,6,dark,flying,Dark Aura,-,680,126,131,95,131,98,99,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,0.5,2.0,1.0
718,Zygarde,6,dragon,ground,Aura Break,Power Construct,708,216,100,121,91,95,85,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0
719,Diancie,6,rock,fairy,Clear Body,-,700,50,160,110,160,110,110,0.5,0.5,2.0,2.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,4.0,1.0,1.0,0.5,1.0,1.0,0.0
720,Hoopa,6,psychic,ghost,Magician,-,680,80,160,60,170,130,80,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,4.0,4.0,1.0,1.0
721,Volcanion,6,fire,water,Water Absorb,-,600,80,110,120,130,90,70,1.0,0.25,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.25,0.5,0.25,1.0,1.0,1.0,1.0,0.5,1.0
722,Rowlet,7,grass,flying,Overgrow,Long Reach,320,68,55,55,50,50,42,1.0,2.0,0.5,0.25,1.0,2.0,0.0,2.0,0.5,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
723,Dartrix,7,grass,flying,Overgrow,Long Reach,420,78,75,75,70,70,52,1.0,2.0,0.5,0.25,1.0,2.0,0.0,2.0,0.5,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
724,Decidueye,7,grass,ghost,Overgrow,Long Reach,530,78,107,75,100,100,70,0.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
725,Litten,7,fire,-,Blaze,Intimidate,320,45,65,40,60,40,70,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
726,Torracat,7,fire,-,Blaze,Intimidate,420,65,85,50,80,50,90,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
727,Incineroar,7,fire,dark,Blaze,Intimidate,530,95,115,90,80,90,60,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0
728,Popplio,7,water,-,Torrent,Liquid Voice,320,50,54,54,66,56,40,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
729,Brionne,7,water,-,Torrent,Liquid Voice,420,60,69,69,91,81,50,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
730,Primarina,7,water,fairy,Torrent,Liquid Voice,530,80,74,74,126,116,60,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,1.0,0.0
731,Pikipek,7,normal,flying,Keen Eye,Skill Link,265,35,75,30,30,30,65,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
732,Trumbeak,7,normal,flying,Keen Eye,Skill Link,355,55,85,50,40,50,75,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
